Folder,Photo names,,Area,Mean,Min,Max,Angle,Lenght
C1_23_03_24,C1_23_03_24_51x5.JPG,48,6.45E-02,"92,322","63,548","117,349","-67,499",0.147
C1_23_03_24,C1_23_03_24_52x5.JPG,49,9.72E-02,"52,343","16,052","89,514","-2,732",0.221
C1_23_03_24,C1_23_03_24_53x5.JPG,50,6.20E-02,"15,492","9,497","26,589","-36,263",0.141
C2_23_03_24,C2_23_03_24_1x5.JPG,51,1.13E-01,"78,103","22,778","116,225","-90,490",0.257
C2_23_03_24,C2_23_03_24_2x5.JPG,52,1.01E-01,"34,965","18,159","66,781","-57,225",0.229
C2_23_03_24,C2_23_03_24_3x5.JPG,53,9.07E-02,"48,747","24,070","81,484","-116,838",0.206
C2_23_03_24,C2_23_03_24_4x5.JPG,54,9.11E-02,"42,976","13,997","69,652","-79,380",0.207
C2_23_03_24,C2_23_03_24_7x5.JPG,55,9.86E-02,"30,988","15,260","61,826","17,548",0.224
C2_23_03_24,C2_23_03_24_8x5.JPG,56,1.07E-01,"59,289","16,704","94,860","-62,043",0.242
C2_23_03_24,C2_23_03_24_9x5.JPG,57,9.09E-02,"69,498","35,903","98,464","-68,447",0.207
C2_23_03_24,C2_23_03_24_10x5.JPG,58,1.06E-01,"99,796","59,851","121,064","4,511",0.240
C2_23_03_24,C2_23_03_24_11x5.JPG,59,9.68E-02,"48,207","22,381","78,632","-37,304",0.220
C2_23_03_24,C2_23_03_24_12x5.JPG,60,1.03E-01,"49,362","16,159","87,339","-52,721",0.233
C2_23_03_24,C2_23_03_24_13x5.JPG,61,1.10E-01,"64,710","16,411","107,713","177,589",0.250
C2_23_03_24,C2_23_03_24_14x5.JPG,62,7.74E-02,"46,474","17,242","80,706","151,709",0.176
C2_23_03_24,C2_23_03_24_15x5.JPG,63,1.21E-01,"50,473","11,659","86,084","100,631",0.276
C2_23_03_24,C2_23_03_24_16x5.JPG,64,9.51E-02,"70,774","25,333","98,036","-79,009",0.216
C2_23_03_24,C2_23_03_24_17x5.JPG,65,1.02E-01,"71,659","30,650","103,726","-109,807",0.232
C2_23_03_24,C2_23_03_24_18x5.JPG,66,9.95E-02,"57,727","21,313","85,963","-159,002",0.227
C2_23_03_24,C2_23_03_24_19x5.JPG,67,9.70E-02,"66,099","20,062","101,251","-102,405",0.221
C2_23_03_24,C2_23_03_24_20x5.JPG,68,9.57E-02,"28,107","12,694","59,984","-109,677",0.218
C2_23_03_24,C2_23_03_24_21x5.JPG,69,1.10E-01,"32,467","13,953","68,518","-43,793",0.250
C2_23_03_24,C2_23_03_24_23x5.JPG,70,8.78E-02,"31,842","15,070","56,433","-158,854",0.199
C2_23_03_24,C2_23_03_24_23x5.JPG,71,1.07E-01,"29,585","12,147","69,274","-98,101",0.243
C2_23_03_24,C2_23_03_24_24x5.JPG,72,5.08E-02,"33,930","17,000","55,667","29,880",0.115
C2_23_03_24,C2_23_03_24_25x5.JPG,73,8.70E-02,"69,320","30,775","100,807","-160,039",0.198
C2_23_03_24,C2_23_03_24_26x5.JPG,74,1.14E-01,"41,449","11,255","76,075","172,296",0.259
C2_23_03_24,C2_23_03_24_27x5.JPG,75,7.60E-02,"38,604","16,096","61,499","-112,396",0.173
C2_23_03_24,C2_23_03_24_28x5.JPG,76,1.05E-01,"24,533","12,249","65,930","-120,604",0.240
C2_23_03_24,C2_23_03_24_29x5.JPG,77,1.08E-01,"48,124","13,669","76,658","-85,389",0.246
C2_23_03_24,C2_23_03_24_30x5.JPG,78,1.07E-01,"30,880","14,648","57,333","-86,676",0.242
C2_23_03_24,C2_23_03_24_31x5.JPG,79,9.97E-02,"39,146","13,973","88,999","-95,325",0.227
C2_23_03_24,C2_23_03_24_32x5.JPG,80,9.45E-02,"47,168","28,619","73,400","-98,213",0.215
C2_23_03_24,C2_23_03_24_33x5JPG,81,9.74E-02,"39,353","18,224","66,691","-83,297",0.222
C2_23_03_24,C2_23_03_24_37x5.JPG,82,1.07E-01,"59,916","22,325","85,325","-103,835",0.242
C2_23_03_24,C2_23_03_24_38x5.JPG,83,8.76E-02,"39,829","15,233","72,921","-17,158",0.199
C2_23_03_24,C2_23_03_24_39x5.JPG,84,1.09E-01,"54,577","18,389","101,045","-113,583",0.249
C2_23_03_24,C2_23_03_24_41x5.JPG,85,9.93E-02,"57,763","16,667","96,195","-98,602",0.226
C2_23_03_24,C2_23_03_24_42x5.JPG,86,7.59E-02,"45,322","19,170","78,816","-145,461",0.173
C2_23_03_24,C2_23_03_24_43x5.JPG,87,9.97E-02,"39,586","15,224","85,749","-113,140",0.227
C2_23_03_24,C2_23_03_24_44x5.JPG,88,8.95E-02,"41,191","19,830","59,752","-95,317",0.204
C2_23_03_24,C2_23_03_24_46x5.JPG,89,1.11E-01,"38,531","17,667","86,546","-88,401",0.252
C2_23_03_24,C2_23_03_24_48x5.JPG,90,9.99E-02,"62,019","22,561","101,181","112,850",0.227
C2_23_03_24,C2_23_03_24_49x5.JPG,91,9.24E-02,"32,054","12,878","52,971","-19,380",0.210
C3_23_03_24,C3_23_03_24_1x5.JPG,92,1.01E-01,"72,391","28,107","111,238","24,417",0.230
C3_23_03_24,C3_23_03_24_2x5.JPG,93,1.09E-01,"90,981","43,697","119,094","-152,213",0.248
C3_23_03_24,C3_23_03_24_3x5.JPG,94,1.09E-01,"56,971","16,480","92,995","171,424",0.247
C3_23_03_24,C3_23_03_24_4x5.JPG,95,1.03E-01,"62,905","22,866","108,707","127,640",0.235
C3_23_03_24,C3_23_03_24_5x5.JPG,96,1.11E-01,"78,093","25,939","118,249","57,995",0.252
C3_23_03_24,C3_23_03_24_8x5.JPG,97,1.03E-01,"56,367","21,347","100,890","96,685",0.234
C3_23_03_24,C3_23_03_24_9x5.JPG,98,9.30E-02,"50,609","23,371","93,070","130,795",0.212
C3_23_03_24,C3_23_03_24_11x5.JPG,99,7.60E-02,"45,275","14,027","77,644","79,773",0.173
C3_23_03_24,C3_23_03_24_12x5.JPG,100,1.05E-01,"81,850","27,972","113,370","-14,674",0.239
C3_23_03_24,C3_23_03_24_13x5.JPG,101,1.08E-01,"80,181","35,946","122,640","127,055",0.245
C3_23_03_24,C3_23_03_24_14x5.JPG,102,1.09E-01,"58,822","15,008","99,847","-52,543",0.248
C3_23_03_24,C3_23_03_24_14x5.JPG,103,8.36E-02,"28,320","13,631","78,434","119,646",0.190
C3_23_03_24,C3_23_03_24_15x5.JPG,104,1.03E-01,"93,776","30,104","127,929","124,668",0.235
C3_23_03_24,C3_23_03_24_16x5.JPG,105,6.57E-02,"97,881","70,355","116,757","-70,392",0.149
C3_23_03_24,C3_23_03_24_19x5.JPG,106,1.02E-01,"80,846","33,698","113,439","82,470",0.231
C3_23_03_24,C3_23_03_24_20x5.JPG,107,9.57E-02,"58,364","21,438","99,255","128,948",0.218
C3_23_03_24,C3_23_03_24_22x5.JPG,108,1.12E-01,"85,857","35,202","115,176","30,172",0.256
C3_23_03_24,C3_23_03_24_23x5.JPG,109,9.13E-02,"50,516","20,478","89,678","20,542",0.208
C3_23_03_24,C3_23_03_24_25x5.JPG,110,8.66E-02,"46,811","17,000","86,316","-149,891",0.197
C3_23_03_24,C3_23_03_24_26x5.JPG,111,1.04E-01,"97,293","52,012","128,985","-107,632",0.238
C3_23_03_24,C3_23_03_24_27x5.JPG,112,8.12E-02,"40,224","16,034","92,648","60,694",0.185
C3_23_03_24,C3_23_03_24_28x5.JPG,113,1.10E-01,"80,305","41,000","116,528","42,715",0.249
C3_23_03_24,C3_23_03_24_29x5.JPG,114,1.01E-01,"92,065","39,516","128,581","84,746",0.230
C3_23_03_24,C3_23_03_24_31x5.JPG,115,1.03E-01,"62,126","19,667","104,087","106,049",0.233
C3_23_03_24,C3_23_03_24_32x5.JPG,116,1.00E-01,"75,726","29,080","108,602","116,861",0.228
C3_23_03_24,C3_23_03_24_33x5.JPG,117,9.32E-02,"53,064","24,000","77,293","9,657",0.212
C3_23_03_24,C3_23_03_24_34x5.JPG,118,1.08E-01,"79,501","31,667","111,573","-46,670",0.245
C3_23_03_24,C3_23_03_24_35x5.JPG,119,6.74E-02,"86,173","40,493","112,296","83,424",0.153
C3_23_03_24,C3_23_03_24_36x5.JPG,120,9.22E-02,"83,498","32,601","108,318","10,487",0.210
C3_23_03_24,C3_23_03_24_37x5.JPG,121,9.40E-02,"37,635","20,670","63,103","-135,666",0.213
C3_23_03_24,C3_23_03_24_38x5.JPG,122,1.14E-01,"68,987","28,107","106,665","-59,931",0.260
C3_23_03_24,C3_23_03_24_40x5.JPG,123,1.06E-01,"47,601","18,934","83,740","-63,013",0.240
C3_23_03_24,C3_23_03_24_41x5.JPG,124,1.06E-01,"62,562","25,431","93,221","-94,399",0.240
C3_23_03_24,C3_23_03_24_42x5.JPG,125,1.15E-01,"82,411","39,138","118,769","-114,842",0.261
C3_23_03_24,C3_23_03_24_44x5.JPG,126,7.22E-02,"75,517","38,596","105,744","-64,530",0.164
C3_23_03_24,C3_23_03_24_45x5.JPG,127,5.95E-02,"72,825","47,629","94,897","-12,186",0.135
C3_23_03_24,C3_23_03_24_46x5.JPG,128,1.06E-01,"66,721","26,566","120,503","123,661",0.240
C4_23_03_24,C4_23_03_24_2x5.JPG,129,9.57E-02,"39,750","16,006","84,892","-146,021",0.217
C4_23_03_24,C4_23_03_24_3x5.JPG,130,1.08E-01,"59,029","25,837","91,175","166,830",0.246
C4_23_03_24,C4_23_03_24_4x5.JPG,132,6.62E-02,"29,730","12,043","61,832","140,087",0.150
C4_23_03_24,C4_23_03_24_6x5.JPG,133,1.09E-01,"65,887","32,000","94,197","-112,557",0.247
C4_23_03_24,C4_23_03_24_8x5.JPG,134,1.12E-01,"42,217","24,228","86,889","-122,152",0.254
C4_23_03_24,C4_23_03_24_9x5.JPG,135,9.80E-02,"39,463","16,063","74,789","-105,295",0.223
C4_23_03_24,C4_23_03_24_12x5.JPG,136,8.36E-02,"30,043","12,000","55,673","103,362",0.190
C4_23_03_24,C4_23_03_24_13x5.JPG,137,7.05E-02,"28,398","15,704","43,889","11,864",0.160
C4_23_03_24,C4_23_03_24_16x5.JPG,138,9.82E-02,"55,702","27,333","98,672","176,396",0.223
C4_23_03_24,C4_23_03_24_17x5.JPG,139,1.04E-01,"33,414","12,152","86,835","-148,782",0.237
C4_23_03_24,C4_23_03_24_19x5.JPG,140,1.01E-01,"27,990","17,440","46,881","70,731",0.229
C4_23_03_24,C4_23_03_24_22x5.JPG,141,1.00E-01,"45,949","23,734","77,223","72,646",0.228
C4_23_03_24,C4_23_03_24_24x5.JPG,142,9.34E-02,"35,479","20,000","67,000","90,000",0.212
C4_23_03_24,C4_23_03_24_26x5.JPG,143,1.07E-01,"102,694","56,508","137,590","86,884",0.242
C4_23_03_24,C4_23_03_24_28x5.JPG,144,1.07E-01,"81,800","38,162","118,813","-69,857",0.242
C4_23_03_24,C4_23_03_24_29x5.JPG,145,9.99E-02,"52,872","36,952","77,520","176,679",0.227
C4_23_03_24,C4_23_03_24_30x5.JPG,146,9.14E-02,"42,521","23,186","78,929","109,199",0.208
C4_23_03_24,C4_23_03_24_32x5.JPG,147,1.13E-01,"51,530","32,349","85,000","92,549",0.256
C4_23_03_24,C4_23_03_24_34x5.JPG,148,1.17E-01,"66,167","24,919","101,446","111,260",0.267
C4_23_03_24,C4_23_03_24_35x5.JPG,149,9.82E-02,"31,708","13,055","65,548","133,646",0.223
C4_23_03_24,C4_23_03_24_36x5.JPG,150,7.68E-02,"57,463","25,893","102,997","1,583",0.175
C4_23_03_24,C4_23_03_24_37x5.JPG,151,7.59E-02,"52,740","27,506","81,497","-45,412",0.173
C4_23_03_24,C4_23_03_24_39x5.JPG,152,1.06E-01,"54,012","22,931","105,571","109,226",0.241
C4_23_03_24,C4_23_03_24_40x5.JPG,153,9.49E-02,"23,606","11,809","47,902","-2,095",0.216
C4_23_03_24,C4_23_03_24_44x5.JPG,154,1.04E-01,"57,872","37,746","81,418","82,729",0.236
C4_23_03_24,C4_23_03_24_45x5.JPG,155,1.08E-01,"67,176","33,058","103,333","98,653",0.245
C4_23_03_24,C4_23_03_24_46x5.JPG,156,1.10E-01,"58,700","17,772","103,131","111,167",0.250
C4_23_03_24,C4_23_03_24_47x5.JPG,157,9.90E-02,"90,736","40,626","128,042","125,642",0.225
C4_23_03_24,C4_23_03_24_48x5.JPG,158,7.01E-02,"97,385","62,552","129,970","77,762",0.159
D1_23_03_24,D1_23_03_24_1x5.JPG,2,1.27E-01,"74,701","28,787","122,642","90,696",0.289
D1_23_03_24,D1_23_03_24_4x5.JPG,3,1.16E-01,"55,236","23,095","100,289","50,316",0.264
D1_23_03_24,D1_23_03_24_5x5.JPG,4,1.05E-01,"54,546","18,928","108,795",0.000,0.239
D1_23_03_24,D1_23_03_24_7x5.JPG,5,1.31E-01,"89,822","48,454","123,045",0.000,0.299
D1_23_03_24,D1_23_03_24_8x5.JPG,6,1.22E-01,"80,895","27,010","125,095","108,205",0.277
D1_23_03_24,D1_23_03_24_9x5.JPG,7,1.26E-01,"100,435","38,653","134,081","115,424",0.287
D1_23_03_24,D1_23_03_24_10x5.JPG,8,1.20E-01,"92,524","48,522","148,266","139,279",0.274
D1_23_03_24,D1_23_03_24_11x5.JPG,9,1.34E-01,"52,913","16,410","104,493","-155,063",0.304
D1_23_03_24,D1_23_03_24_13x5.JPG,10,1.28E-01,"92,456","44,851","123,711","102,107",0.291
D1_23_03_24,D1_23_03_24_14x5.JPG,11,9.27E-02,"38,490","20,205","78,678","-137,614",0.211
D1_23_03_24,D1_23_03_24_15x5.JPG,12,6.41E-02,"68,773","46,464","106,980","96,226",0.146
D1_23_03_24,D1_23_03_24_16x5.JPG,13,1.29E-01,"96,804","41,092","132,179","-98,106",0.292
D1_23_03_24,D1_23_03_24_17x5.JPG,14,1.26E-01,"51,081","18,862","90,377","-116,135",0.288
D1_23_03_24,D1_23_03_24_18x5.JPG,15,7.12E-02,"88,936","51,472","111,499","177,672",0.162
D1_23_03_24,D1_23_03_24_19x5.JPG,16,1.20E-01,"75,268","23,191","109,797","-139,558",0.273
D1_23_03_24,D1_23_03_24_20x5.JPG,17,1.26E-01,"49,536","24,211","86,734","-36,221",0.286
D1_23_03_24,D1_23_03_24_21x5.JPG,18,1.16E-01,"50,498","24,124","90,761","161,445",0.265
D1_23_03_24,D1_23_03_24_22x5.JPG,19,8.35E-02,"113,498","83,309","139,657","-33,213",0.190
D1_23_03_24,D1_23_03_24_23x5.JPG,20,1.22E-01,"87,017","42,333","131,989","-101,026",0.277
D1_23_03_24,D1_23_03_24_24x5.JPG,21,9.69E-02,"53,178","32,667","81,315","-59,153",0.221
D1_23_03_24,D1_23_03_24_25x5.JPG,22,1.03E-01,"54,365","21,432","80,582","10,324",0.235
D1_23_03_24,D1_23_03_24_26x5.JPG,23,1.29E-01,"59,714","27,602","89,696","140,535",0.293
D2_23_03_24,D2_23_03_24_1x5.JPG,24,1.15E-01,"59,230","26,559","89,966","160,444",0.262
D2_23_03_24,D2_23_03_24_2x5.JPG,25,1.07E-01,"64,060","25,007","100,853","-36,520",0.244
D2_23_03_24,D2_23_03_24_3x5.JPG,26,1.15E-01,"60,306","16,222","93,831","157,016",0.261
D2_23_03_24,D2_23_03_24_4x5.JPG,27,1.00E-01,"90,650","50,309","109,771","-137,205",0.228
D2_23_03_24,D2_23_03_24_5x5.JPG,28,9.60E-02,"59,259","31,750","86,091","-72,135",0.218
D2_23_03_24,D2_23_03_24_6x5.JPG,29,1.10E-01,"61,778","20,919","104,959","162,756",0.251
D2_23_03_24,D2_23_03_24_7x5.JPG,30,1.07E-01,"79,030","37,581","109,809","-55,649",0.244
D2_23_03_24,D2_23_03_24_8x5.JPG,31,1.09E-01,"78,846","32,597","106,694","141,103",0.249
D2_23_03_24,D2_23_03_24_9x5.JPG,33,1.11E-01,"59,183","22,650","87,894","-59,995",0.252
D2_23_03_24,D2_23_03_24_10x5.JPG,34,1.15E-01,"66,753","22,271","121,080","-171,608",0.262
D2_23_03_24,D2_23_03_24_11x5.JPG,35,1.08E-01,"94,914","58,750","128,305","-107,653",0.247
D2_23_03_24,D2_23_03_24_12x5.JPG,36,1.14E-01,"82,671","45,034","113,952","-86,128",0.260
D2_23_03_24,D2_23_03_24_13x5.JPG,37,1.10E-01,"88,538","28,253","130,656","41,450",0.250
D2_23_03_24,D2_23_03_24_14x5.JPG,38,1.23E-01,"95,149","39,365","135,087","-170,775",0.279
D2_23_03_24,D2_23_03_24_15x5.JPG,39,7.29E-02,"75,638","51,542","97,532","96,843",0.166
D2_23_03_24,D2_23_03_24_16x5.JPG,40,7.52E-02,"88,954","64,408","110,571","-41,365",0.171
D2_23_03_24,D2_23_03_24_17x5.JPG,41,5.16E-02,"28,886","14,694","43,000","-176,343",0.117
D2_23_03_24,D2_23_03_24_18x5.JPG,42,1.07E-01,"71,152","19,196","107,870","153,573",0.244
D2_23_03_24,D2_23_03_24_20x5.JPG,43,1.15E-01,"23,800","7,829","43,476","162,717",0.262
D2_23_03_24,D2_23_03_24_21x5.JPG,44,1.15E-01,"61,800","21,667","92,143","-51,325",0.262
D2_23_03_24,D2_23_03_24_22x5.JPG,45,1.10E-01,"49,893","24,946","77,536","20,215",0.250
D2_23_03_24,D2_23_03_24_23x5.JPG,46,1.08E-01,"34,290","11,141","60,545","-28,301",0.246
D2_23_03_24,D2_23_03_24_24x5.JPG,47,1.09E-01,"39,298","16,092","83,044","74,568",0.249
D2_23_03_24,D2_23_03_24_25x5.JPG,48,1.06E-01,"113,481","59,283","150,274","-144,280",0.240
D2_23_03_24,D2_23_03_24_26x5.JPG,49,1.11E-01,"75,101","42,278","99,285","-109,187",0.254
D2_23_03_24,D2_23_03_24_27x5.JPG,50,9.25E-02,"53,208","29,713","82,500","46,521",0.210
D2_23_03_24,D2_23_03_24_28x5.JPG,51,8.60E-02,"63,275","30,578","92,667","178,459",0.196
D2_23_03_24,D2_23_03_24_29x5.JPG,52,7.08E-02,"95,942","62,000","115,688","-35,683",0.161
D2_23_03_24,D2_23_03_24_30x5.JPG,53,1.01E-01,"63,711","32,013","91,479","122,505",0.229
D2_23_03_24,D2_23_03_24_31x5.JPG,54,9.91E-02,"71,618","36,320","108,000","88,328",0.226
D2_23_03_24,D2_23_03_24_32x5.JPG,55,6.54E-02,"93,789","53,442","116,792","158,575",0.149
D2_23_03_24,D2_23_03_24_33x5.JPG,56,9.18E-02,"67,641","28,101","120,389","6,034",0.209
D2_23_03_24,D2_23_03_24_34x5.JPG,57,1.16E-01,"30,608","7,433","72,509","131,150",0.263
D2_23_03_24,D2_23_03_24_35x5.JPG,58,7.46E-02,"39,364","12,801","66,905","126,604",0.170
D2_23_03_24,D2_23_03_24_37x5.JPG,59,1.10E-01,"98,311","44,334","151,804","87,178",0.249
D2_23_03_24,D2_23_03_24_38x5.JPG,60,1.14E-01,"63,363","17,707","120,229",0.000,0.258
D2_23_03_24,D2_23_03_24_40x5.JPG,61,6.35E-02,"88,646","49,314","116,128",0.000,0.145
D2_23_03_24,D2_23_03_24_41x5,62,9.58E-02,"99,816","42,667","127,765","144,744",0.218
D2_23_03_24,D2_23_03_24_42x5.JPG,63,6.79E-02,"116,196","61,955","137,533","119,482",0.154
D2_23_03_24,D2_23_03_24_43x5.JPG,64,8.67E-02,"108,605","76,174","129,502","-86,432",0.197
D2_23_03_24,D2_23_03_24_44x5.JPG,65,1.17E-01,"52,882","20,400","83,788","105,131",0.267
D2_23_03_24,D2_23_03_24_45x5.JPG,66,1.02E-01,"88,720","27,439","145,478","102,694",0.232
D2_23_03_24,D2_23_03_24_46x5.JPG,67,8.77E-02,"66,623","24,520","101,974","160,211",0.199
D2_23_03_24,D2_23_03_24_47x5.JPG,68,6.54E-02,"86,667","51,823","107,073","64,341",0.149
D2_23_03_24,D2_23_03_24_48x5.JPG,69,7.02E-02,"109,994","79,432","133,773","22,620",0.160
D2_23_03_24,D2_23_03_24_49x5.JPG,70,7.21E-02,"54,371","26,195","76,864","76,856",0.164
D2_23_03_24,D2_23_03_24_50x5.JPG,71,1.15E-01,"69,766","21,643","109,282","145,857",0.262
D2_23_03_24,D2_23_03_24_51x5.JPG,72,6.81E-02,"106,754","66,333","126,461","43,737",0.155
D2_23_03_24,D2_23_03_24_52x5.JPG,73,6.98E-02,"91,381","51,039","122,090","-21,242",0.159
D3_23_03_24,D3_23_03_24_2x5.JPG,74,1.13E-01,"62,541","24,796","102,099",-0.585,0.258
D3_23_03_24,D3_23_03_24_3x5.JPG,75,1.19E-01,"90,236","45,256","124,396","-58,702",0.271
D3_23_03_24,D3_23_03_24_4x5.JPG,76,9.50E-02,"51,854","24,001","86,000","-73,256",0.216
D3_23_03_24,D3_23_03_24_5x5.JPG,77,8.39E-02,"55,102","33,820","85,031","-95,933",0.191
D3_23_03_24,D3_23_03_24_6x5.JPG,78,7.31E-02,"110,319","64,596","135,778","119,069",0.166
D3_23_03_24,D3_23_03_24_7x5.JPG,79,9.31E-02,"52,510","16,424","97,988","-137,351",0.212
D3_23_03_24,D3_23_03_24_8x5.JPG,80,4.37E-02,"46,854","22,336","81,720","-55,818",0.099
D3_23_03_24,D3_23_03_24_9x5.JPG,81,4.73E-02,"28,332","15,884","49,913","-84,150",0.108
D3_23_03_24,D3_23_03_24_10x5.JPG,82,7.08E-02,"104,252","51,788","133,272","140,535",0.161
D3_23_03_24,D3_23_03_24_11x5.JPG,83,1.13E-01,"59,563","27,564","86,080","-61,812",0.256
D3_23_03_24,D3_23_03_24_13x5.JPG,84,1.05E-01,"26,029","12,669","52,136","40,681",0.239
D3_23_03_24,D3_23_03_24_14x5.JPG,85,7.94E-02,"97,400","62,359","129,962","3,203",0.181
D3_23_03_24,D3_23_03_24_15x5.JPG,86,6.48E-02,"100,824","47,918","130,065","-154,045",0.147
D3_23_03_24,D3_23_03_24_16x5.JPG,87,1.17E-01,"61,289","21,519","108,400","29,850",0.267
D3_23_03_24,D3_23_03_24_18x5.JPG,88,8.44E-02,"64,379","34,000","85,286","56,927",0.192
D3_23_03_24,D3_23_03_24_19x5.JPG,89,1.01E-01,"56,703","28,398","92,335","94,156",0.230
D3_23_03_24,D3_23_03_24_21x5.JPG,90,1.10E-01,"90,407","27,399","128,436","112,511",0.250
D3_23_03_24,D3_23_03_24_22x5.JPG,91,1.06E-01,"56,572","17,456","81,687","117,356",0.241
D3_23_03_24,D3_23_03_24_24x5.JPG,92,1.03E-01,"67,286","21,566","110,547","178,927",0.234
D3_23_03_24,D3_23_03_24_25x5.JPG,93,1.07E-01,"92,577","47,280","136,267","167,862",0.244
D3_23_03_24,D3_23_03_24_26x5.JPG,94,1.24E-01,"98,807","41,143","132,854","-156,182",0.282
D3_23_03_24,D3_23_03_24_27x5.JPG,95,9.69E-02,"42,089","21,333","63,986","-156,442",0.221
D3_23_03_24,D3_23_03_24_28x5.JPG,96,1.04E-01,"56,042","21,918","91,617","84,226",0.235
D3_23_03_24,D3_23_03_24_29x5.JPG,97,6.04E-02,"88,752","54,667","118,439","138,883",0.137
D3_23_03_24,D3_23_03_24_31x5.JPG,98,7.25E-02,"77,408","55,307","104,027","83,895",0.165
D3_23_03_24,D3_23_03_24_32x5.JPG,99,7.44E-02,"96,568","42,264","120,924","80,757",0.169
D3_23_03_24,D3_23_03_24_33x5.JPG,100,6.56E-02,"95,003","58,034","120,411","129,159",0.149
D3_23_03_24,D3_23_03_24_34x5.JPG,101,8.16E-02,"29,975","11,670","62,273","59,734",0.185
D3_23_03_24,D3_23_03_24_35x5.JPG,102,1.08E-01,"63,523","17,000","99,003","85,304",0.246
D3_23_03_24,D3_23_03_24_36x5.JPG,103,1.28E-01,"83,787","25,318","118,797","134,572",0.291
D3_23_03_24,D3_23_03_24_37x5.JPG,104,9.52E-02,"46,851","20,024","83,617","71,455",0.216
D3_23_03_24,D3_23_03_24_38x5.JPG,105,6.94E-02,"84,241","38,105","122,566","72,019",0.158
D3_23_03_24,D3_23_03_24_39x5.JPG,106,6.46E-02,"99,109","50,564","132,584","131,009",0.147
D3_23_03_24,D3_23_03_24_42x5.JPG,107,7.58E-02,"104,607","68,480","128,781","109,311",0.172
D3_23_03_24,D3_23_03_24_43x5.JPG,108,6.04E-02,"103,510","52,715","127,148","80,447",0.137
D3_23_03_24,D3_23_03_24_44x5.JPG,109,8.25E-02,"45,434","16,296","68,000","129,600",0.188
D3_23_03_24,D3_23_03_24_45x5.JPG,110,1.11E-01,"96,018","42,433","121,216","102,831",0.253
D3_23_03_24,D3_23_03_24_46x5.JPG,111,5.71E-02,"102,441","66,667","115,365","7,173",0.130
D3_23_03_24,D3_23_03_24_47x5.JPG,112,7.33E-02,"101,211","63,451","128,838","164,096",0.166
D3_23_03_24,D3_23_03_24_48x5.JPG,113,1.01E-01,"85,594","40,667","110,497","40,672",0.230
D3_23_03_24,D3_23_03_24_49x5.JPG,114,1.06E-01,"89,224","48,599","121,631","118,702",0.242
D3_23_03_24,D3_23_03_24_50x5.JPG,115,1.17E-01,"74,799","31,997","111,054","133,603",0.267
D3_23_03_24,D3_23_03_24_51x5.JPG,116,1.29E-01,"73,490","24,046","126,389","137,732",0.293
D3_23_03_24,D3_23_03_24_52x5.JPG,117,1.14E-01,"57,728","20,323","96,352","5,633",0.259
D4_23_03_24,D4_23_03_24_1x5.JPG,118,1.31E-01,"56,851","24,000","102,765","178,989",0.298
D4_23_03_24,D4_23_03_24_3x5.JPG,119,1.20E-01,"56,260","23,001","92,311","-92,077",0.272
D4_23_03_24,D4_23_03_24_4x5.JPG,120,1.22E-01,"55,483","20,039","101,833","-89,457",0.278
D4_23_03_24,D4_23_03_24_5x5.JPG,121,1.21E-01,"53,174","18,568","102,090","-40,204",0.274
D4_23_03_24,D4_23_03_24_7x5.JPG,122,1.28E-01,"45,237","21,667","85,311","-91,553",0.291
D4_23_03_24,D4_23_03_24_8x5.JPG,123,1.14E-01,"50,428","17,387","91,785","-63,349",0.260
D4_23_03_24,D4_23_03_24_9x5.JPG,124,1.14E-01,"59,768","21,957","123,862","-127,121",0.260
D4_23_03_24,D4_23_03_24_10x5.JPG,125,1.22E-01,"77,260","31,896","125,713","-95,170",0.277
D4_23_03_24,D4_23_03_24_11x5.JPG,126,1.23E-01,"48,653","13,710","95,626","-85,587",0.279
D4_23_03_24,D4_23_03_24_14x5.JPG,127,1.24E-01,"64,903","22,291","117,617","-77,781",0.282
D4_23_03_24,D4_23_03_24_18x5.JPG,128,1.32E-01,"88,038","37,506","130,079","-86,200",0.301
D4_23_03_24,D4_23_03_24_19x5.JPG,129,1.25E-01,"40,142","19,629","84,032","-105,690",0.284
D4_23_03_24,D4_23_03_24_20x5.JPG,130,1.29E-01,"87,493","29,634","135,418","-63,092",0.295
D4_23_03_24,D4_23_03_24_22x5.JPG,131,1.34E-01,"61,270","28,170","92,935","-84,813",0.306
D4_23_03_24,D4_23_03_24_23x5.JPG,132,1.33E-01,"32,896","13,000","82,962","-122,146",0.302
D4_23_03_24,D4_23_03_24_25x5.JPG,133,1.20E-01,"74,300","16,716","116,880","178,619",0.273
D4_23_03_24,D4_23_03_24_26x5.JPG,134,1.31E-01,"58,108","21,524","92,733","-150,182",0.297
D4_23_03_24,D4_23_03_24_27x5.JPG,135,1.29E-01,"65,535","25,333","108,267","-83,130",0.293
D4_23_03_24,D4_23_03_24_30x5.JPG,137,1.21E-01,"71,712","32,394","113,019","-32,422",0.275
D4_23_03_24,D4_23_03_24_32x5.JPG,138,1.23E-01,"72,632","31,498","114,969","-34,712",0.280
D4_23_03_24,D4_23_03_24_34x5.JPG,139,1.30E-01,"84,862","36,906","124,760","99,437",0.296
D4_23_03_24,D4_23_03_24_36x5.JPG,140,1.26E-01,"58,919","20,069","99,562","-91,749",0.287
