Folder,Photo names,,Area,Mean,Min,Max,Angle,Lenght
D4_23_03_24,D4_23_03_24_37x5.JPG,141,7.81E-02,"53,032","17,511","95,677","161,431",0.178
D4_23_03_24,D4_23_03_24_38x5.JPG,142,1.13E-01,"69,690","27,556","124,196","113,724",0.257
D4_23_03_24,D4_23_03_24_40x5.JPG,143,1.29E-01,"55,190","17,845","106,405","-30,522",0.293
D4_23_03_24,D4_23_03_24_41x5.JPG,144,1.14E-01,"75,607","36,544","105,891","30,319",0.261
D4_23_03_24,D4_23_03_24_42x5.JPG,145,7.08E-02,"50,292","12,480","87,874","57,002",0.161
D4_23_03_24,D4_23_03_24_43x5.JPG,146,1.21E-01,"62,451","21,303","107,544","105,143",0.275
D4_23_03_24,D4_23_03_24_44x5.JPG,147,1.27E-01,"94,805","46,523","142,207","45,185",0.289
D4_23_03_24,D4_23_03_24_45x5.JPG,148,1.33E-01,"69,455","21,949","127,498","35,170",0.302
D4_23_03_24,D4_23_03_24_46x5.JPG,149,1.29E-01,"40,557","20,955","75,000","70,127",0.293
D4_23_03_24,D4_23_03_24_47x5.JPG,150,1.23E-01,"45,227","14,593","98,292","118,496",0.279
D4_23_03_24,D4_23_03_24_48x5.JPG,151,1.15E-01,"59,567","15,649","110,367","93,265",0.262
D4_23_03_24,D4_23_03_24_49x5.JPG,152,1.23E-01,"66,581","24,516","121,054","44,491",0.279
E1_23_03_24,E1_23_03_24_1x5.JPG,3,1.03E-01,"42,853","17,721","79,494","-96,779",0.234
E1_23_03_24,E1_23_03_24_2x5.JPG,4,6.79E-02,"27,816","14,951","43,893","13,325",0.154
E1_23_03_24,E1_23_03_24_3x5.JPG,5,9.63E-02,"43,023","15,220","66,946","-148,957",0.219
E1_23_03_24,E1_23_03_24_4x5.JPG,6,1.05E-01,"55,227","16,772","101,074","-92,631",0.239
E1_23_03_24,E1_23_03_24_5x5.JPG,7,9.34E-02,"37,604","20,998","67,109","-129,123",0.212
E1_23_03_24,E1_23_03_24_6x5.JPG,8,8.78E-02,"40,048","18,653","64,409","-98,573",0.199
E1_23_03_24,E1_23_03_24_9x5.JPG,9,7.24E-02,"41,539","27,617","72,346","-93,069",0.164
E1_23_03_24,E1_23_03_24_10x5.JPG,10,7.70E-02,"74,818","45,229","102,549","-46,834",0.175
E1_23_03_24,E1_23_03_24_11x5.JPG,11,1.05E-01,"74,532","52,930","106,036","-109,270",0.238
E1_23_03_24,E1_23_03_24_12x5.JPG,12,1.03E-01,"30,130","17,045","41,777","-160,953",0.234
E1_23_03_24,E1_23_03_24_14x5.JPG,13,8.76E-02,"34,882","13,265","70,145","153,492",0.199
E1_23_03_24,E1_23_03_24_16x5.JPG,14,1.10E-01,"52,578","18,667","90,889","88,081",0.249
E1_23_03_24,E1_23_03_24_17x5.JPG,15,1.03E-01,"61,424","28,000","103,977","79,917",0.233
E1_23_03_24,E1_23_03_24_19x5.JPG,16,8.09E-02,"38,738","12,751","95,498","126,431",0.183
E1_23_03_24,E1_23_03_24_20x5.JPG,17,1.17E-01,"66,821","15,285","111,171","-160,130",0.266
E1_23_03_24,E1_23_03_24_21x5.JPG,18,7.16E-02,"33,877","17,806","53,173","158,429",0.163
E1_23_03_24,E1_23_03_24_24x5.JPG,19,1.11E-01,"52,526","16,384","89,255","164,824",0.252
E1_23_03_24,E1_23_03_24_25x5.JPG,20,9.15E-02,"65,533","30,264","91,279","8,387",0.208
E1_23_03_24,E1_23_03_24_28x5.JPG,21,1.01E-01,"56,479","25,408","93,512","-106,414",0.229
E1_23_03_24,E1_23_03_24_29x5.JPG,22,1.15E-01,"66,744","27,991","106,463","142,823",0.262
E1_23_03_24,E1_23_03_24_31x5.JPG,23,1.14E-01,"56,478","21,506","94,407","112,507",0.258
E1_23_03_24,E1_23_03_24_32x5.JPG,24,9.73E-02,"40,984","14,377","64,154","-87,263",0.221
E1_23_03_24,E1_23_03_24_34x5.JPG,25,1.13E-01,"51,543","29,943","81,949","115,997",0.258
E1_23_03_24,E1_23_03_24_38x5.JPG,26,1.06E-01,"59,793","34,033","91,403","138,775",0.241
E1_23_03_24,E1_23_03_24_39x5.JPG,27,1.02E-01,"72,337","30,143","130,106","48,312",0.231
E1_23_03_24,E1_23_03_24_40x5.JPG,28,1.09E-01,"81,303","44,663","122,320","173,492",0.248
E1_23_03_24,E1_23_03_24_41x5.JPG,29,9.73E-02,"46,886","13,868","86,266","66,592",0.221
E1_23_03_24,E1_23_03_24_42x5.JPG,30,9.78E-02,"68,350","24,944","106,191","-61,308",0.222
E1_23_03_24,E1_23_03_24_43x5.JPG,31,1.07E-01,"51,076","19,342","74,503","-172,282",0.242
E1_23_03_24,E1_23_03_24_46x5.JPG,32,1.07E-01,"66,226","35,461","87,886","43,389",0.243
E1_23_03_24,E1_23_03_24_48x5.JPG,33,1.04E-01,"75,960","51,209","92,649","158,612",0.237
E1_23_03_24,E1_23_03_24_49x5.JPG,34,1.09E-01,"65,950","26,569","114,807","80,454",0.246
F1_23_03_24,F1_23_03_24_1x5.JPG,35,7.57E-02,"114,741","73,276","136,285","-113,487",0.172
